id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,data_coleta
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,1.0,8983661784,21,8983661784,1250510659,1.001,0.99929,0.00038633,0.03864,-942671.6141719818,-0.01049,8984992892.453934,8984992892.453934,0.0,1.05,-4.76478,2024-08-05T14:21:42.527Z,0.942186,6.12902,2024-12-05T22:30:39.827Z,0,2025-12-10T18:46:59.842Z,2025-12-10 15:47:10
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,3394.56,8950480448,20,8956327169,74717317,3419.42,3290.76,18.67,0.5531,-159288116.02023697,-1.74854,2636712.279338879,2638434.658572403,0.0,4950.08,-31.34052,2025-08-24T19:28:11.411Z,82.1,4039.53223,2018-12-15T00:00:00.000Z,0,2025-12-10T18:47:09.019Z,2025-12-10 15:47:10
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,9.47,8730176432,22,9329592828,816989,9.66,9.29,-0.1873391386441039,-1.94,-169554119.0991497,-1.90516,921938915.9,985239504.0,0.0,10.14,-6.56687,2025-03-10T09:26:43.294Z,0.799859,1083.90213,2019-12-24T15:14:35.376Z,0,2025-12-10T18:47:03.297Z,2025-12-10 15:47:10
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3677.08,8706101692,23,9739854432,9000670,3697.64,3566.32,25.67,0.703,65793519.0,0.76147,2362561.416861884,2643089.306800948,0.0,5296.78,-30.56981,2025-08-24T19:25:19.771Z,1505.24,144.3183,2025-04-09T03:45:31.391Z,0,2025-12-10T18:47:08.677Z,2025-12-10 15:47:10
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.252926,8179601850,24,12642776118,140168230,0.256473,0.24939,-0.003058042957025386,-1.19462,-107056844.3714199,-1.29192,32350071271.47302,50001786883.67145,0.0,0.875563,-71.10844,2018-01-03T00:00:00.000Z,0.00047612,53029.87796,2015-03-05T00:00:00.000Z,0,2025-12-10T18:47:07.187Z,2025-12-10 15:47:10
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,29.31,7921461099,25,29250168006,237450553,29.44,27.68,0.536171,1.86358,133039255.0,1.70817,270772999.4341414,999835210.4341414,1000000000.0,59.3,-50.61675,2025-09-18T03:30:30.650Z,3.81,668.91762,2024-11-29T09:30:30.871Z,0,2025-12-10T18:47:02.529Z,2025-12-10 15:47:10
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,404.23,7452232103,26,7452232103,184752853,409.55,378.98,24.07,6.33203,437893800.0,6.24284,18446744.07370955,18446744.07370955,0.0,542.33,-25.42458,2018-01-09T00:00:00.000Z,0.216177,186988.42939,2015-01-14T00:00:00.000Z,0,2025-12-10T18:47:04.143Z,2025-12-10 15:47:10
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,433.14,7125535686,27,7125678633,803099021,446.45,423.4,-13.305079905876994,-2.98022,-228270851.8501377,-3.10412,16434129.8530448,16434459.5405448,21000000.0,3191.93,-86.38344,2016-10-29T00:00:00.000Z,16.08,2602.90726,2024-07-05T04:22:29.321Z,0,2025-12-10T18:47:09.154Z,2025-12-10 15:47:10
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,92573.0,6724871353,28,6724871353,346346710,94049.0,91718.0,-1411.326813195512,-1.50166,-93407982.43144512,-1.36996,72613.71990517,72613.71990517,0.0,125954.0,-26.49958,2025-10-06T18:58:50.734Z,57439.0,61.17439,2024-09-12T14:07:41.775Z,0,2025-12-10T18:47:00.523Z,2025-12-10 15:47:10
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.9994,6545950537,29,6545950537,153353864,1.002,0.997624,0.00010534,0.01054,-61791488.50717926,-0.93514,6560127726.400147,6560127726.400147,0.0,1.034,-3.4807,2025-12-09T17:10:12.652Z,0.929486,7.37467,2024-10-04T07:57:15.809Z,0,2025-12-10T18:47:01.454Z,2025-12-10 15:47:10
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,85.22,6528843986,30,6529099649,452113593,86.7,83.87,-1.4838221943896173,-1.71136,-117943014.47792625,-1.77444,76610889.48347135,76613889.48347135,84000000.0,410.26,-79.21373,2021-05-10T03:13:07.904Z,1.15,7322.92726,2015-01-14T00:00:00.000Z,0,2025-12-10T18:47:03.603Z,2025-12-10 15:47:10
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,14.51,6225346886,31,6684457435,367761835,14.64,14.18,-0.1071247593997402,-0.73308,-49761644.79205704,-0.793,429419963.7636146,461089080.1713083,720000000.0,144.96,-89.98837,2021-11-21T14:18:56.538Z,2.8,418.12392,2020-12-31T13:15:21.540Z,0,2025-12-10T18:46:59.180Z,2025-12-10 15:47:10
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,1.66,6182261255,32,16543972030,739981153,1.71,1.6,-0.04852598103289596,-2.84663,-204322051.86463928,-3.19924,3736866360.651109,10000000000.0,10000000000.0,5.35,-69.08767,2025-01-04T22:56:18.063Z,0.364846,352.9986,2023-10-19T10:40:30.078Z,0,2025-12-10T18:47:07.444Z,2025-12-10 15:47:10
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.137829,5854770078,33,6891807298,132485868,0.141578,0.135775,-0.003719206539587516,-2.62752,-166925062.02589417,-2.77206,42476304284.99751,50000000000.0,50000000000.0,0.569229,-75.74854,2021-09-15T10:40:28.318Z,0.00986111,1299.9067,2020-01-02T17:30:24.852Z,0,2025-12-10T18:47:02.342Z,2025-12-10 15:47:10
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,8.74e-06,5152039885,34,5154280692,133894227,8.89e-06,8.49e-06,-1.335648403e-07,-1.50488,-80074692.56900978,-1.53045,589244312513523.1,589500595943388.9,0.0,8.616e-05,-89.8379,2021-10-28T03:54:55.568Z,5.6366e-11,15533164.75828,2020-11-28T11:26:25.838Z,0,2025-12-10T18:47:06.626Z,2025-12-10 15:47:10
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,1.0,4657414105,35,4652222175,193417477,1.001,0.999384,9.385e-05,0.00939,-25746439.649318695,-0.54977,4661505471.586382,4656308980.506968,0.0,1.052,-4.90665,2025-01-23T22:34:53.341Z,0.975737,2.52947,2025-02-28T01:35:58.101Z,0,2025-12-10T18:47:08.564Z,2025-12-10 15:47:10
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999652,4342748063,36,4354724017,46691404,1.001,0.998328,0.00021506,0.02152,6284093.0,0.14491,4344231103.629582,4356211147.481726,0.0,1.22,-17.91421,2020-03-13T03:02:50.373Z,0.88196,13.44833,2023-03-11T07:50:50.514Z,0,2025-12-10T18:47:00.849Z,2025-12-10 15:47:10
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.078,4333966758,37,4339904610,527581,1.094,1.056,0.00542759,0.5059,38843090.0,0.90435,4027050234.047674,4032567587.947483,0.0,1.11,-2.42401,2025-10-10T21:52:27.019Z,0.961716,12.12066,2025-01-04T01:21:08.460Z,0,2025-12-10T18:47:07.105Z,2025-12-10 15:47:10
world-liberty-financial,wlfi,World Liberty Financial,https://coin-images.coingecko.com/coins/images/50767/large/wlfi.png?1756438915,0.154327,4207663889,38,15444480936,122850363,0.156468,0.150177,-0.002141129462548436,-1.36842,-55558555.4877553,-1.30321,27243802538.151154,100000000000.0,100000000000.0,0.331336,-53.42282,2025-09-01T12:20:09.597Z,0.104606,47.532,2025-10-10T21:22:29.880Z,0,2025-12-10T18:47:08.612Z,2025-12-10 15:47:10
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,1.67,4085677226,39,8594072260,76265860,1.68,1.63,-0.006320882998773092,-0.3776,-13387977.784193516,-0.32661,2447397866.638607,5148015437.40628,0.0,8.25,-79.80252,2024-06-15T00:36:51.509Z,0.519364,220.97366,2021-09-21T00:33:11.092Z,0,2025-12-10T18:47:07.806Z,2025-12-10 15:47:10
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.104893,3928076432,40,10328253154,15241216,0.106787,0.103891,-0.001893415859665667,-1.77308,-61792597.864429474,-1.54874,37356622642.68278,98223306581.86159,100000000000.0,0.965407,-89.11514,2021-11-24T15:53:54.855Z,0.0121196,767.05171,2019-02-08T00:00:00.000Z,0,2025-12-10T18:47:00.553Z,2025-12-10 15:47:10
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999543,3826757819,41,3826757819,95808094,1.0,0.99934,-0.000351715392469254,-0.03518,2149003.0,0.05619,3826484244.545921,3826484244.545921,0.0,1.021,-2.03517,2023-10-23T22:44:57.056Z,0.959426,4.22518,2024-12-05T22:31:13.430Z,0,2025-12-10T18:47:05.114Z,2025-12-10 15:47:10
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,1.16,3764478216,42,7197321008,175484949,1.19,1.11,0.01175869,1.02365,27839338.0,0.74504,3252944055.636841,6219316794.89,6219316794.89,2.86,-59.46357,2025-10-09T01:04:46.659Z,0.307978,275.78653,2023-10-18T02:50:46.942Z,0,2025-12-10T18:47:03.703Z,2025-12-10 15:47:10
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,2.25,3702464716,43,3702503690,174952723,2.33,2.2,-0.08007351826588494,-3.43294,-134439456.4356165,-3.50385,1644008810.821539,1644026116.363602,0.0,54.98,-95.89531,2021-11-04T14:10:09.301Z,1.98,14.1134,2025-12-01T15:50:20.422Z,0,2025-12-10T18:47:05.511Z,2025-12-10 15:47:10
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.75,3617489447,44,5742909326,283596737,5.89,5.54,-0.1442959231717067,-2.44944,-93933955.34543514,-2.53094,629905374.0113912,1000000000.0,1000000000.0,44.92,-87.19387,2021-05-03T05:25:04.822Z,1.03,458.37958,2020-09-17T01:20:38.214Z,0,2025-12-10T18:47:08.213Z,2025-12-10 15:47:10
ethena-staked-usde,susde,Ethena Staked USDe,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,1.21,3552023319,45,3552023319,72528436,1.21,1.21,0.00016114,0.01334,-24244880.393092632,-0.67794,2940352665.958393,2940352665.958393,0.0,1.29,-6.40886,2025-01-29T17:52:32.991Z,1.012,19.35411,2024-04-03T14:23:03.162Z,0,2025-12-10T18:47:01.355Z,2025-12-10 15:47:10
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,203.0,3075133700,46,3244651892,413380836,205.44,196.71,-1.4111252261822074,-0.69034,-26541310.77322483,-0.85571,15164073.325601235,16000000.0,16000000.0,661.69,-69.26918,2021-05-18T21:19:59.514Z,26.02,681.39206,2020-11-05T09:20:11.928Z,0,2025-12-10T18:47:09.683Z,2025-12-10 15:47:10
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,300.7,2885967938,47,6314705240,115583203,306.24,296.12,-4.111696862695396,-1.34893,-37452245.80302191,-1.28111,9597491.0,21000000.0,21000000.0,757.6,-60.35034,2024-03-07T18:45:36.466Z,30.83,874.33696,2023-05-14T08:57:53.732Z,0,2025-12-10T18:46:59.559Z,2025-12-10 15:47:10
rain,rain,Rain,https://coin-images.coingecko.com/coins/images/69134/large/Rain_logo_1_.png?1762952191,0.00808659,2749174705,48,9314550103,23999303,0.0081077,0.00635798,0.00010855,1.36061,40144339.0,1.48187,339407948748.1118,1149956871708.734,1150000000000.0,0.00823862,-2.28525,2025-11-24T18:21:22.424Z,0.00222126,262.42266,2025-09-14T08:56:57.416Z,0,2025-12-10T18:47:05.719Z,2025-12-10 15:47:10
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,0.998891,2737653924,49,2737653924,327400872,0.999652,0.99867,7.007e-05,0.00702,10422394.0,0.38216,2737609809.905086,2737609809.905086,0.0,1.025,-2.52666,2025-05-12T12:36:39.412Z,0.989633,0.93969,2025-10-01T08:51:32.103Z,0,2025-12-10T18:47:08.290Z,2025-12-10 15:47:10
canton-network,cc,Canton,https://coin-images.coingecko.com/coins/images/70468/large/Canton-Ticker_%281%29.png?1762826299,0.074839,2684875002,50,2684875002,12472164,0.076801,0.07263,-0.00086729186572472,-1.1456,-34366017.334002495,-1.26381,35942310869.11526,35942310869.11526,0.0,0.159483,-53.34104,2025-11-10T09:46:17.203Z,0.059024,26.07242,2025-12-06T10:32:09.784Z,0,2025-12-10T18:46:59.824Z,2025-12-10 15:47:10
